City_ID,City,Lat,Lng,Max Temp (C),Humidity,Cloudiness,Wind Speed,Country,Date
364,teofilo otoni,-17.8575,-41.5053,18.02,97,1,1.02,BR,1686456168
365,chiredzi,-21.05,31.6667,13.82,89,8,1.35,ZW,1686456187
366,saint-louis,16.3333,-15.0,33.8,19,38,9.12,SN,1686456143
367,moree,-29.4667,149.85,20.06,42,0,3.84,AU,1686456011
368,san pedro pochutla,15.7333,-96.4667,28.17,84,85,1.18,MX,1686456187
369,damghan,36.1683,54.348,23.99,42,0,0.9,IR,1686456187
370,zemoura,35.7225,0.7551,21.4,47,41,1.91,DZ,1686456188
371,contamana,-7.3333,-75.0167,22.75,96,30,0.91,PE,1686456188
372,queenstown,-31.8976,26.8753,5.81,64,0,3.07,ZA,1686456188
373,russkiy,43.0147,131.8642,20.92,93,96,3.79,RU,1686456188
374,fisterra,42.9049,-9.2629,13.9,89,78,3.85,ES,1686456188
375,antofagasta,-23.65,-70.4,16.6,86,56,2.6,CL,1686455764
376,wanning,18.8003,110.3967,29.76,77,99,0.6,CN,1686456189
377,villa emilio carranza,19.9667,-96.6,27.5,89,4,5.41,MX,1686456189
378,el calafate,-50.3408,-72.2768,1.55,77,12,5.22,AR,1686456189
379,hotan,37.0997,79.9269,31.79,12,2,0.95,CN,1686456189
380,rosarito,32.3333,-117.0333,16.93,79,91,2.59,MX,1686456189
381,remire-montjoly,4.9167,-52.2667,24.02,94,0,0.0,GF,1686456189
382,cidreira,-30.1811,-50.2056,16.24,90,100,6.85,BR,1686456190
383,tazovsky,67.4667,78.7,12.42,38,100,9.9,RU,1686456191
384,veraval,20.9,70.3667,30.71,70,64,10.43,IN,1686456191
385,kingscliff,-28.2667,153.5667,22.63,46,40,3.09,AU,1686456191
386,sur,22.5667,59.5289,30.75,65,100,2.16,OM,1686456191
387,san patricio,28.017,-97.5169,28.81,82,1,5.68,US,1686456191
388,akureyri,65.6835,-18.0878,6.96,53,20,7.2,IS,1686456192
389,songyang,34.4553,113.0281,32.22,22,78,3.06,CN,1686456192
390,thurso,58.5927,-3.5259,13.14,65,100,6.39,GB,1686456192
391,pacasmayo,-7.4006,-79.5714,21.85,83,10,6.15,PE,1686456192
392,tayshet,55.9342,98.0044,17.0,58,100,3.23,RU,1686456193
393,wynyard,-41.0,145.7167,13.88,84,81,2.32,AU,1686456194
394,mhamid,29.82,-5.72,23.39,39,0,4.72,MA,1686456195
395,salinopolis,-0.6136,-47.3561,25.74,86,21,4.6,BR,1686456195
396,tulun,54.5611,100.5792,13.73,92,100,4.42,RU,1686456195
397,cabedelo,-6.9811,-34.8339,23.37,87,15,4.57,BR,1686456195
398,veracruz,19.3333,-96.6667,24.49,96,36,1.32,MX,1686456007
399,san francisco de la paz,14.9,-86.2,28.84,90,92,0.7,HN,1686456195
400,anchau,10.9597,8.3916,21.15,92,93,2.66,NG,1686456196
401,klyuchi,52.2667,79.1667,19.58,44,2,3.99,RU,1686456196
402,castro valley,37.6941,-122.0863,17.04,82,0,2.57,US,1686456074
403,edgewater,28.9889,-80.9023,24.46,92,52,2.27,US,1686456196
404,gurupi,-11.7292,-49.0686,23.68,57,3,1.88,BR,1686456069
405,sittwe,20.15,92.9,29.74,71,74,4.67,MM,1686456196
406,portland,45.5234,-122.6762,19.69,70,7,1.79,US,1686455603
407,diyarbakir,37.9158,40.2189,20.99,56,0,1.03,TR,1686456197
408,charters towers,-20.1,146.2667,24.94,46,74,4.33,AU,1686456197
409,oliveira dos brejinhos,-12.3169,-42.8961,21.07,62,42,2.21,BR,1686456145
410,semnan,35.5729,53.3971,26.07,35,0,1.09,IR,1686456197
411,belyy yar,53.6039,91.3903,14.94,77,75,6.0,RU,1686456197
412,okha,53.5739,142.9478,8.43,96,100,4.97,RU,1686456197
413,bucerias,20.75,-105.3333,25.51,76,62,2.51,MX,1686456012
414,magadi,12.9667,77.2333,28.92,60,100,5.06,IN,1686456198
415,coyhaique,-45.5752,-72.0662,3.34,96,99,3.85,CL,1686456198
416,dunda,-8.1167,34.25,14.87,88,17,0.67,TZ,1686456198
417,linhares,-19.3911,-40.0722,19.96,97,1,1.78,BR,1686456198
418,bolgar,54.95,49.0667,10.04,65,97,6.07,RU,1686456198
419,doschatoye,55.3825,42.1072,9.85,58,90,3.8,RU,1686456199
420,tha khanon,9.0302,98.9529,32.34,51,99,4.45,TH,1686456199
421,chipinge,-20.1883,32.6236,12.24,94,19,1.48,ZW,1686456199
422,bereeda,11.8704,51.0579,31.82,57,70,1.66,SO,1686456199
423,egbe,8.2167,5.5167,21.49,96,100,1.69,NG,1686456199
424,sorong,-0.8833,131.25,26.98,82,97,2.67,ID,1686456199
425,maragogi,-9.0122,-35.2225,23.5,87,40,1.52,BR,1686456200
426,nichinan,31.6,131.3667,21.82,96,100,2.64,JP,1686456200
427,okhotsk,59.3833,143.3,10.73,78,39,3.1,RU,1686456200
428,troitsk,54.0979,61.5773,18.27,68,79,1.68,RU,1686456200
429,fortaleza,-3.7227,-38.5247,28.07,78,75,4.63,BR,1686456053
430,kalmunai,7.4167,81.8167,30.82,61,77,0.43,LK,1686456201
431,balqash,46.8481,74.995,22.33,35,0,9.0,KZ,1686456201
432,sovetskiy,61.3614,63.5842,6.53,69,66,4.88,RU,1686456201
433,dakhla,23.6848,-15.958,21.23,88,0,5.73,EH,1686456201
434,rajapur,25.3833,81.15,40.13,21,51,5.88,IN,1686456201
435,guarapari,-20.6667,-40.4975,21.61,82,0,3.38,BR,1686456201
436,nabire,-3.3667,135.4833,29.5,71,34,1.98,ID,1686456202
437,harlingen,26.1906,-97.6961,28.36,94,100,4.23,US,1686456014
438,holualoa,19.6228,-155.9522,25.91,93,75,4.63,US,1686455907
439,gornozavodsk,58.3758,58.3211,8.09,55,9,4.65,RU,1686456202
440,benghazi,32.1167,20.0667,22.18,61,43,1.59,LY,1686456179
441,tomatlan,19.9333,-105.25,23.88,87,39,1.2,MX,1686456202
442,roma,43.2128,-75.4557,15.4,86,0,2.06,US,1686456033
443,saudarkrokur,65.7461,-19.6394,5.62,73,19,8.17,IS,1686456092
444,mpongwe,-13.5091,28.155,13.62,59,1,1.83,ZM,1686456203
445,matveyev kurgan,47.5645,38.8695,17.43,89,100,2.73,RU,1686456203
446,wailea,19.8858,-155.123,24.69,83,0,3.6,US,1686456203
447,havre,49.5833,0.3333,17.33,94,100,3.09,FR,1686456203
448,porbandar,21.6422,69.6093,31.99,66,40,7.2,IN,1686456203
449,inari,68.906,27.0288,10.11,61,99,1.31,FI,1686456203
450,mahina,-17.5065,-149.489,26.87,65,20,3.09,PF,1686456203
451,salekhard,66.53,66.6019,10.92,80,100,4.02,RU,1686456204
452,mutoko,-17.397,32.2268,11.26,51,5,2.23,ZW,1686456204
453,shiguai,40.7058,110.2856,23.34,23,2,6.03,CN,1686456204
454,rio san juan,19.6439,-70.0763,27.31,84,98,4.2,DO,1686456205
455,kayenta,36.7278,-110.2546,21.69,16,47,2.39,US,1686456205
456,moose jaw,50.4001,-105.5344,17.14,48,6,3.6,CA,1686456205
457,el granada,37.5027,-122.4694,16.01,85,100,5.14,US,1686456205
458,kupang,-10.1667,123.5833,31.32,51,20,6.69,ID,1686456205
459,yima,34.7381,111.8839,29.88,28,68,4.15,CN,1686456205
460,clearwater,27.9659,-82.8001,27.26,81,0,2.06,US,1686456164
461,oranjestad,12.524,-70.027,28.28,88,20,8.23,AW,1686455976
462,hakui,36.8833,136.7833,22.36,88,100,2.72,JP,1686456206
463,puerto aysen,-45.4,-72.7,2.27,97,100,2.37,CL,1686456206
464,ipueiras,-7.0333,-40.45,21.67,74,68,4.09,BR,1686456206
465,port hedland,-20.3167,118.5667,30.03,25,40,2.57,AU,1686456206
466,choibalsan,48.0667,114.5,21.13,43,52,4.85,MN,1686456207
467,waterford,42.7023,-83.4027,22.25,61,75,0.0,US,1686456003
468,kerikeri,-35.2268,173.9474,15.51,67,75,2.69,NZ,1686456207
469,hadibu,12.65,54.0333,28.5,79,85,9.29,YE,1686456207
470,yavas,54.4159,42.8491,10.44,56,100,4.77,RU,1686456207
471,qujing,25.4833,103.7833,17.44,53,99,2.29,CN,1686456208
472,tarawa,1.419,172.984,32.05,70,20,2.06,KI,1686456208
473,el rama,12.1596,-84.2195,25.06,93,65,1.73,NI,1686456208
474,quartu sant'elena,39.2419,9.1839,20.58,82,20,2.24,IT,1686456048
475,cassilandia,-19.1133,-51.7342,19.81,55,21,0.66,BR,1686456187
476,berezovyy,51.6667,135.7,14.01,97,100,2.36,RU,1686456209
477,calama,-22.4667,-68.9333,10.15,13,1,2.7,CL,1686456011
478,orsa,54.5153,30.4053,8.64,64,3,5.8,BY,1686456209
479,westport,41.1415,-73.3579,19.86,82,97,0.45,US,1686456003
480,zhumysker,49.3333,49.4,26.99,25,100,5.25,KZ,1686456210
481,yamada,39.4667,141.95,17.78,91,100,2.38,JP,1686456210
482,altamira,-3.2033,-52.2064,22.27,96,35,1.02,BR,1686456210
483,dryden,49.7833,-92.7503,14.16,51,0,2.06,CA,1686456123
484,buchanan,5.8808,-10.0467,24.66,89,100,2.43,LR,1686456210
485,grand falls-windsor,48.9332,-55.6649,4.72,94,100,2.24,CA,1686456211
486,youssoufia,32.2463,-8.5294,17.11,89,0,2.14,MA,1686456211
487,kabalo,-6.05,26.9167,21.19,63,41,0.86,CD,1686456211
488,diamantino,-14.4086,-56.4461,23.38,58,18,1.84,BR,1686456211
489,mugia,43.1041,-9.2179,13.98,88,86,2.9,ES,1686456211
490,ciudad lazaro cardenas,17.9583,-102.2,26.19,81,94,2.8,MX,1686456212
491,aconibe,1.2968,10.9369,19.4,99,100,2.24,GQ,1686456212
492,chhoti sadri,24.3833,74.7,32.6,42,0,6.42,IN,1686456212
493,ocean shores,46.9737,-124.1563,14.05,85,100,4.12,US,1686456148
494,yekaterinoslavka,50.3734,129.1139,24.51,57,9,2.88,RU,1686456212
495,cill airne,52.05,-9.5167,15.6,98,100,1.91,IE,1686456213
496,sarangani,5.4033,125.4636,29.04,71,78,3.49,PH,1686456213
497,taro,-8.3862,115.28,25.0,65,45,1.52,ID,1686456213
498,wanxian,30.8039,108.3897,32.48,61,100,0.74,CN,1686456213
499,inarajan village,13.2736,144.7484,31.54,74,29,4.46,GU,1686456213
500,betioky,-23.7167,44.3833,15.25,93,0,1.24,MG,1686456214
501,kisangani,0.5167,25.2,21.2,90,98,0.69,CD,1686456214
502,juan griego,11.0817,-63.9655,28.07,89,3,6.17,VE,1686456214
503,takoradi,4.8845,-1.7554,25.07,84,100,5.32,GH,1686456214
504,sumbe,-11.2061,13.8437,21.16,90,49,1.26,AO,1686456215
505,nikel,69.4128,30.222,8.1,58,100,0.54,RU,1686456215
506,sisimiut,66.9395,-53.6735,3.72,90,100,11.84,GL,1686456215
507,zittau,50.9,14.8333,16.4,86,1,1.77,DE,1686456215
508,melfi,40.9965,15.6514,16.38,94,28,2.16,IT,1686456215
509,taulaga,-11.0553,-171.0883,28.63,76,93,5.21,AS,1686456215
510,newman,37.3138,-121.0208,23.19,63,71,0.89,US,1686456216
511,ottobeuren,47.9333,10.3,13.4,94,75,2.57,DE,1686456216
512,tadine,-21.55,167.8833,22.54,55,2,5.69,NC,1686456216
513,toyooka,35.5333,134.8333,24.03,83,75,3.6,JP,1686456216
514,nicoya,10.1483,-85.452,24.83,93,100,1.27,CR,1686456217
515,umluj,25.0213,37.2685,29.2,63,0,2.47,SA,1686456217
516,banlung,13.7468,107.0045,29.03,66,99,2.17,KH,1686456217
517,kamen'-na-obi,53.7884,81.3423,18.51,50,2,3.71,RU,1686456217
518,myitkyina,25.3833,97.4,25.78,92,100,0.85,MM,1686456217
519,tofol,5.3248,163.0078,27.84,76,94,5.07,FM,1686456218
520,ulsteinvik,62.3432,5.8487,16.61,69,96,3.94,NO,1686456218
521,gandai,21.6667,81.1,38.87,24,39,4.28,IN,1686456218
522,valparaiso,-33.0393,-71.6273,11.8,62,0,2.57,CL,1686456075
523,santa marta,11.2408,-74.199,26.61,80,77,1.34,CO,1686456218
524,plettenberg bay,-34.0527,23.3716,13.54,60,0,2.71,ZA,1686456218
525,saint-joseph,-21.3667,55.6167,22.21,75,23,4.4,RE,1686456218
526,mlyniv,50.509,25.6168,13.85,95,100,7.11,UA,1686456219
527,rochester,43.1548,-77.6156,17.97,76,75,0.0,US,1686455904
528,tindouf,27.6711,-8.1474,19.25,52,0,10.29,DZ,1686456219
529,aasiaat,68.7098,-52.8699,0.53,99,100,4.79,GL,1686456219
530,morozovsk,48.3539,41.8261,19.51,62,100,5.33,RU,1686456219
531,santa rita,-7.1139,-34.9781,23.37,100,0,2.57,BR,1686456219
532,kargil,34.5667,76.1,12.28,44,86,0.93,IN,1686456220
533,iwon-up,40.3231,128.6553,18.9,85,100,2.11,KP,1686456220
534,intendente alvear,-35.2338,-63.592,3.19,50,0,3.1,AR,1686456220
535,petauke,-14.2426,31.3253,16.22,51,22,1.53,ZM,1686456220
536,cidade velha,14.9167,-23.6167,25.26,65,0,7.72,CV,1686456220
537,ust'-ilimsk,58.0006,102.6619,17.94,54,100,4.06,RU,1686456221
538,kalevala,65.2,31.1667,11.7,53,74,3.06,RU,1686456221
539,la'ie,21.6477,-157.9253,27.98,76,24,3.13,US,1686456221
540,xilin hot,43.9667,116.0333,18.01,41,58,4.68,CN,1686456221
541,madang,-5.2246,145.7966,29.73,70,16,3.88,PG,1686456221
542,cobija,-11.0267,-68.7692,22.32,96,4,1.29,BO,1686456221
543,issenye,-2.0,34.3333,18.16,76,94,1.31,TZ,1686456222
544,borogontsy,62.6683,131.1683,25.25,27,38,4.05,RU,1686456222
545,zavety il'icha,49.0294,140.2494,19.56,57,2,5.02,RU,1686456222
546,tabou,4.423,-7.3528,25.31,84,100,5.02,CI,1686456222
547,bure,10.7,37.0667,14.59,93,100,0.83,ET,1686456222
548,anori,-3.7728,-61.6442,23.08,98,61,0.59,BR,1686456077
549,padang,-0.9492,100.3543,30.03,66,76,1.51,ID,1686456223
550,mirador,-6.3708,-44.3631,25.44,64,85,0.84,BR,1686456223
551,taksimo,56.3444,114.8794,29.63,27,21,0.86,RU,1686456223
552,jaleshwar,26.6471,85.8008,37.01,38,0,4.66,NP,1686456223
553,dachne,44.8833,34.9833,18.25,87,93,0.37,UA,1686456223
554,barkhan,29.8977,69.5256,33.06,21,1,1.58,PK,1686456223
555,tiberias,32.7922,35.5312,22.98,83,22,1.55,IL,1686456224
556,bereket,39.2446,55.5154,29.03,15,0,7.02,TM,1686456224
557,nola,40.922,14.5329,21.46,91,10,0.43,IT,1686456224
558,morehead city,34.7229,-76.726,24.0,81,0,3.6,US,1686456224
559,lethem,3.3803,-59.7968,25.29,82,94,2.91,GY,1686456224
560,sa'dah,16.9402,43.7639,24.73,25,100,0.64,YE,1686456224
561,ibarreta,-25.2144,-59.8585,18.61,94,99,4.96,AR,1686456224
562,sao raimundo nonato,-9.0153,-42.6994,20.89,59,10,1.2,BR,1686456225
563,dengzhou,37.8086,120.7508,20.9,65,14,3.92,CN,1686456225
564,gadzhiyevo,69.2551,33.3362,8.84,67,100,2.12,RU,1686456225
565,buguruslan,53.6554,52.442,9.27,74,98,6.03,RU,1686456225
566,villa gesell,-37.2639,-56.973,3.36,71,7,7.64,AR,1686456225
567,sao sepe,-30.1606,-53.5653,11.84,91,100,4.27,BR,1686456225
568,kilindoni,-7.9139,39.6668,25.92,77,70,4.86,TZ,1686456225
569,tete,-16.1564,33.5867,24.05,73,0,3.09,MZ,1686456105
570,baidoa,3.1138,43.6498,21.56,91,35,6.58,SO,1686456226
571,luganville,-15.5333,167.1667,24.7,83,99,5.13,VU,1686456226
572,grosshansdorf,53.6667,10.2833,14.71,78,0,3.6,DE,1686456226
573,jinghong,21.991,100.7341,30.78,60,79,1.32,CN,1686456226
574,prado,-17.3411,-39.2208,22.83,87,0,3.01,BR,1686456226
575,katsuura,35.1333,140.3,24.4,83,100,3.03,JP,1686456226
576,al ghayzah,16.2079,52.176,30.96,63,100,0.75,YE,1686456226
577,launceston,-41.45,147.1667,17.56,67,89,6.17,AU,1686456227
578,juneau,58.3019,-134.4197,13.45,97,83,1.19,US,1686456089
579,vila franca do campo,37.7167,-25.4333,17.23,81,64,3.14,PT,1686456227
580,zhangjiakou shi xuanhua qu,40.6103,115.0447,24.12,31,37,3.99,CN,1686456227
581,tymovskoye,50.8456,142.655,21.2,54,77,1.95,RU,1686456227
582,alajarvi,63.0,23.8167,10.75,48,29,3.37,FI,1686456227
583,harstad,68.799,16.5293,12.11,83,100,6.71,NO,1686456227
584,kudat,6.8837,116.8477,31.96,70,20,3.6,MY,1686456228
585,dawson creek,55.7666,-120.2362,19.8,52,20,4.12,CA,1686456158
586,nadi,-17.8,177.4167,27.0,61,40,4.12,FJ,1686456228
587,sault ste. marie,46.5168,-84.3333,12.31,78,100,2.57,CA,1686456152
588,forio,40.7342,13.8646,21.4,90,5,0.89,IT,1686456228
589,pechora,65.1472,57.2244,1.28,98,100,6.16,RU,1686456228
590,turinsk,58.0458,63.696,11.18,56,100,4.91,RU,1686456228
